NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
30.366555	13.005707	29.681679	3.150429
30.410898	13.016371	29.721812	3.150429
30.451234	13.016371	29.761992	3.150429
30.489468	13.016371	29.805085	3.094112
30.529586	13.020440	29.844900	3.094112
30.570446	13.020440	29.904400	3.094112
30.609966	13.020440	29.944175	3.042360
30.648138	13.020440	29.988640	3.042360
30.690272	13.036754	30.031981	3.042360
30.731018	13.036754	30.073318	3.018149
30.767813	13.036754	30.116007	3.018149
30.810601	13.044498	30.154404	3.018149
30.849578	13.044498	30.192644	2.987442
30.887996	13.044498	30.233982	2.987442
30.927294	13.059829	30.272996	2.987442
30.968561	13.059829	30.310908	2.987442
31.013634	13.059829	30.356541	2.965030
31.051863	13.059829	30.397473	2.965030
31.096773	13.061271	30.439020	2.965030
31.137742	13.061271	30.481367	2.934047
31.213650	13.053363	30.521458	2.934047
31.256330	13.053363	30.561635	2.934047
31.294532	13.053363	30.605067	2.936810
31.339355	13.058725	30.645211	2.936810
31.377295	13.058725	30.719436	2.936810
31.445910	13.058725	30.759279	2.909968
31.490239	13.082982	30.802186	2.909968
31.527943	13.082982	30.843566	2.909968
31.569514	13.082982	30.885961	2.901922
31.609859	13.109887	30.926538	2.901922
31.649741	13.109887	30.966333	2.901922
31.711716	13.109887	31.005875	2.887771
31.756608	13.072891	31.045273	2.887771
31.794642	13.072891	31.083481	2.887771
31.837852	13.072891	31.119206	2.887771
31.877388	13.090241	31.163209	2.893180
31.916250	13.090241	31.199905	2.893180
31.979321	13.090241	31.239176	2.893180
32.028400	13.080616	31.284335	2.868253
32.066245	13.080616	31.325243	2.868253
32.105537	13.080616	31.367317	2.868253
32.152651	13.096447	31.412362	2.861607
32.190851	13.096447	31.450525	2.861607
32.258339	13.102581	31.516707	2.861607
32.302913	13.102581	31.558131	2.867331
32.340923	13.102581	31.602636	2.867331
32.379607	13.102581	31.644796	2.867331
32.423944	13.100059	31.687918	2.906322
32.462792	13.100059	31.728846	2.906322
32.501678	13.100059	31.768193	2.906322
32.546452	13.088905	31.809061	2.907904
32.587926	13.088905	31.848415	2.907904
32.625849	13.088905	31.887933	2.907904
32.668072	13.099914	31.924645	2.907904
32.712123	13.099914	31.967860	2.905394
32.749299	13.099914	32.008347	2.905394
32.790395	13.099562	32.046012	2.905394
32.830627	13.099562	32.114134	2.900789
32.868996	13.099562	32.153240	2.900789
32.907419	13.099562	32.193095	2.915041
32.949095	13.097234	32.233460	2.915041
32.996940	13.097234	32.270078	2.915041
33.034706	13.097234	32.308882	2.915041
33.078732	13.095193	32.355406	2.909533
33.121315	13.095193	32.393799	2.909533
33.195867	13.097355	32.455873	2.909533
33.241256	13.097355	32.499924	2.923753
33.278946	13.097355	32.541556	2.923753
33.321952	13.097355	32.583979	2.923753
33.362691	12.972062	32.627582	2.943453
33.430684	12.972062	32.668629	2.943453
33.470127	12.980146	32.706516	2.943453
33.508441	12.980146	32.747081	2.934267
33.548258	12.980146	32.787027	2.934267
33.588055	12.968933	32.823487	2.934267
33.630209	12.968933	32.862617	2.934267
33.674127	12.968933	32.905324	2.951723
33.709636	12.968933	32.942014	2.951723
33.761313	12.944986	32.980648	2.951723
33.812020	12.944986	33.025243	2.973615
33.851059	12.944986	33.063064	2.973615
33.890607	12.944532	33.127337	2.973615
33.933100	12.944532	33.171405	2.970411
33.978452	12.944532	33.209813	2.970411
34.025239	12.948654	33.251205	2.970411
34.072232	12.948654	33.292606	2.957091
34.113282	12.948654	33.362219	2.957091
34.184571	12.951779	33.404511	2.989077
34.228199	12.951779	33.444424	2.989077
34.271410	12.933282	33.482998	2.989077
34.317117	12.933282	33.519438	2.989077
34.357437	12.933282	33.580687	3.002702
34.432568	12.924519	33.619523	3.002702
34.474600	12.924519	33.659119	3.002702
34.511194	12.924519	33.699958	3.010622
34.557119	12.905122	33.739531	3.010622
34.596972	12.905122	33.777606	3.010622
34.665839	12.925595	33.822411	3.023577
34.710543	12.925595	33.859576	3.023577
34.747299	12.925595	33.899498	3.023577
34.795030	12.921743	33.941011	3.017955
34.837423	12.921743	33.981905	3.017955
34.901659	12.921743	34.025076	3.017955
34.955220	12.927768	34.060956	3.014884
34.993196	12.927768	34.108349	3.014884
35.037434	12.927768	34.147964	3.014884
35.078896	12.919781	34.184897	3.014884
35.129594	12.919781	34.232486	3.035572
35.166739	12.919781	34.269556	3.035572
35.212280	12.919194	34.329834	3.035572
35.254879	12.919194	34.370004	3.024075
35.292899	12.919194	34.412400	3.024075
35.333372	12.931318	34.453573	3.024075
35.386410	12.931318	34.492709	3.040669
35.423860	12.931318	34.534258	3.040669
35.468328	12.948041	34.572073	3.040669
35.506177	12.948041	34.614618	3.041586
35.571696	12.948041	34.654036	3.041586
35.616098	12.942383	34.691210	3.041586
35.654905	12.942383	34.729286	3.041586
35.695519	12.942383	34.771461	3.037094
35.739770	12.933865	34.808738	3.037094
35.804785	12.933865	34.846500	3.037094
35.847945	12.933865	34.891546	3.050989
35.887820	12.962952	34.931484	3.050989
35.930539	12.962952	35.003003	3.035933
35.968746	12.962952	35.045830	3.035933
36.039562	12.947618	35.083870	3.035933
36.080943	12.947618	35.124189	3.035933
36.118415	12.955947	35.168426	3.039851
36.161386	12.955947	35.232945	3.039851
36.199579	12.955947	35.273054	3.031130
36.263812	12.939682	35.315769	3.031130
36.307901	12.939682	35.353190	3.031130
36.343625	12.939682	35.392231	3.029177
36.386742	12.951847	35.438075	3.029177
36.427539	12.951847	35.476754	3.029177
36.496875	12.951847	35.547524	3.044209
36.540555	12.956461	35.589197	3.044209
36.578522	12.956461	35.626309	3.044209
36.616771	12.956461	35.669261	3.019865
36.659792	12.974328	35.709548	3.019865
36.700108	12.974328	35.779191	3.019865
36.763612	12.974328	35.820837	3.014941
36.808352	12.985023	35.860354	3.014941
36.846962	12.985023	35.900738	3.014941
36.889463	12.985023	35.941175	4.687745
36.931196	12.966645	36.000608	4.687745
36.999100	12.966645	36.038785	4.687745
37.039324	12.966645	36.080095	4.697445
37.077502	12.975487	36.118222	4.697445
37.121527	12.975487	36.158439	4.697445
37.159822	12.975487	36.198000	4.700598
37.233717	12.969502	36.239836	4.700598
37.275560	12.969502	36.277660	4.700598
37.316033	13.002463	36.319589	4.700598
37.360106	13.002463	36.361922	4.699505
37.399603	13.002463	36.410183	4.699505
37.469284	13.000242	36.445956	4.699505
37.511819	13.000242	36.486860	4.715228
37.550704	13.000242	36.532513	4.715228
37.595368	12.999049	36.568909	4.715228
37.634178	12.999049	36.642837	4.711858
37.701880	12.999049	36.683511	4.711858
37.748885	13.017153	36.720514	4.711858
37.786953	13.017153	36.764413	4.732163
37.825776	13.017153	36.803132	4.732163
37.871332	13.032602	36.878117	4.722263
37.912160	13.032602	36.917173	4.722263
37.985700	13.037935	36.958491	4.722263
38.026800	13.037935	36.998430	4.726700
38.062661	13.037935	37.063959	4.726700
38.099812	13.037935	37.101149	4.726700
38.143975	13.024810	37.142120	4.706136
38.181690	13.024810	37.189391	4.706136
38.220322	13.024810	37.226623	4.706136
38.260468	13.029042	37.300254	4.710515
38.301560	13.029042	37.340938	4.710515
38.341042	13.029042	37.378874	4.710515
38.382484	13.031234	37.426675	4.763139
38.424642	13.031234	37.466474	4.763139
38.496272	13.031234	37.535235	4.763206
38.541192	13.047401	37.577691	4.763206
38.578702	13.047401	37.617427	4.763206
38.620232	13.047401	37.657090	4.763206
38.657695	13.063946	37.700040	4.741948
38.696968	13.063946	37.769406	4.741948
38.764775	13.063946	37.809750	4.748940
38.813753	13.081641	37.849221	4.748940
38.851529	13.081641	37.888605	4.748940
38.893289	13.081641	37.927366	4.748940
38.932823	13.036642	37.970850	4.719647
38.982328	13.036642	38.007230	4.719647
39.018384	13.036642	38.044240	4.719647
39.055900	13.071480	38.091334	4.736361
39.101563	13.071480	38.130551	4.736361
39.141728	13.071480	38.192564	4.697709
39.182588	13.084309	38.233002	4.697709
39.227825	13.084309	38.273483	4.697709
39.265724	13.084309	38.313573	4.697709
39.306321	13.084309	38.356541	4.673619
39.347853	13.099345	38.400125	4.673619
39.419099	13.099345	38.438589	4.673619
39.460997	13.087700	38.479127	4.627588
39.501727	13.087700	38.519882	4.627588
39.545302	13.087700	38.558360	4.627588
39.582877	13.092096	38.600026	4.622927
39.642171	13.092096	38.640425	4.622927
39.678948	13.092096	38.679027	4.622927
39.724085	13.094686	38.721882	4.622927
39.763792	13.094686	38.765245	4.591340
39.828888	13.094686	38.833298	4.591340
39.873835	13.101499	38.875725	4.554925
39.915647	13.101499	38.914824	4.554925
39.958240	13.101499	38.953464	4.554925
39.996111	13.112984	38.998046	4.502594
40.044661	13.112984	39.038795	4.502594
40.082170	13.112984	39.098849	4.502594
40.125678	13.099697	39.140893	4.466326
40.165542	13.099697	39.180171	4.466326
40.233854	13.099697	39.219863	4.466326
40.277969	13.105335	39.258238	4.466326
40.315725	13.105335	39.323158	4.465506
40.364756	13.105335	39.360347	4.465506
40.407617	13.116533	39.401544	4.414803
40.458597	13.116533	39.442030	4.414803
40.495068	13.116533	39.478279	4.414803
40.535527	13.118263	39.515929	4.414803
40.578238	13.118263	39.561763	4.357751
40.616852	13.118263	39.598918	4.357751
40.657475	13.121580	39.663664	4.319281
40.703218	13.121580	39.708325	4.319281
40.740740	13.121580	39.748626	4.319281
40.782760	13.112097	39.791962	4.243625
40.824501	13.112097	39.834366	4.243625
40.890057	13.112097	39.874321	4.243625
40.932524	13.108390	39.910879	4.243625
40.971447	13.108390	39.949966	4.226138
41.009631	13.108390	39.988987	4.226138
41.050208	13.108390	40.028899	4.226138
41.098237	13.113557	40.070512	4.169601
41.156517	13.113557	40.112381	4.169601
41.199075	13.136310	40.150345	4.169601
41.238059	13.136310	40.192211	4.125583
41.280364	13.136310	40.235664	4.125583
41.321436	13.130075	40.308920	4.125583
41.391514	13.130075	40.351943	4.114134
41.431202	13.130075	40.388931	4.114134
41.471282	13.116500	40.429626	4.114134
41.513594	13.116500	40.470222	4.067072
41.553442	13.116500	40.540979	4.067072
41.623785	13.114911	40.580086	4.067072
41.666775	13.114911	40.622397	4.041076
41.704282	13.114911	40.664645	4.041076
41.751856	13.121773	40.701721	4.041076
41.789210	13.121773	40.764966	4.009356
41.863943	13.126762	40.804122	4.009356
41.905564	13.126762	40.840673	4.009356
41.944161	13.126762	40.883206	3.952834
41.986792	13.131305	40.924392	3.952834
42.028404	13.131305	40.962695	3.952834
42.097029	13.131305	41.004003	3.936768
42.141336	12.985874	41.041899	3.936768
42.178603	12.985874	41.081389	3.936768
42.216439	12.985874	41.121282	3.936768
42.262506	12.977250	41.166313	3.903007
42.301362	12.977250	41.208699	3.903007
42.361937	12.977250	41.246469	3.903007
42.406619	12.990639	41.286650	3.874031
42.446104	12.990639	41.328248	3.874031
42.484653	12.990639	41.368698	3.874031
42.527564	12.987184	41.414123	3.840436
42.568619	12.987184	41.453446	3.840436
42.606528	12.987184	41.493298	3.840436
42.642965	12.987184	41.534925	3.793907
42.688165	12.989897	41.573576	3.793907
42.726650	12.989897	41.611950	3.793907
42.772437	12.989897	41.648147	3.793907
42.816177	12.975981	41.691618	3.763773
42.891183	12.975981	41.734716	3.763773
42.933669	12.949813	41.774266	3.763773
42.971416	12.949813	41.846734	3.704954
43.012698	12.949813	41.883594	3.704954
43.050818	12.949813	41.922410	3.682156
43.099483	12.987553	41.963379	3.682156
43.136550	12.987553	42.003201	3.682156
43.172622	12.987553	42.041941	3.682156
43.217006	12.960077	42.089891	3.639745
43.256767	12.960077	42.125760	3.639745
43.293907	12.960077	42.192944	3.598203
43.371455	12.951306	42.233432	3.598203
43.409943	12.951306	42.274572	3.598203
43.448273	12.951306	42.316268	3.548479
43.491029	12.945287	42.357899	3.548479
43.531104	12.945287	42.399310	3.548479
43.568430	12.945287	42.437243	3.548479
43.614400	12.949307	42.478318	3.515388
43.650818	12.949307	42.518315	3.515388
43.689295	12.949307	42.557174	3.515388
43.757343	12.943223	42.599248	3.461738
43.797791	12.943223	42.641510	3.461738
43.834968	12.943223	42.678412	3.461738
43.876870	12.963873	42.716263	3.424614
43.918299	12.963873	42.760386	3.424614
43.956095	12.963873	42.801157	3.424614
43.996669	12.946254	42.870007	3.383907
44.033621	12.946254	42.912802	3.383907
44.073718	12.946254	42.949267	3.383907
44.115513	12.960651	42.988506	3.343007
44.156362	12.960651	43.034970	3.343007
44.197582	12.960651	43.100998	3.343007
44.234015	12.960651	43.144098	3.302768
44.283407	12.960482	43.185336	3.302768
44.321341	12.960482	43.223048	3.302768
44.358012	12.960482	43.262013	3.272615
44.399163	12.967980	43.337004	3.272615
44.439724	12.967980	43.374172	3.272615
44.479873	12.967980	43.415474	3.219974
44.521707	12.956441	43.453389	3.219974
44.562583	12.956441	43.491815	3.219974
44.599379	12.956441	43.533752	3.189330
44.635819	12.956441	43.573925	3.189330
44.678414	12.957105	43.612367	3.189330
44.731903	12.957105	43.682926	3.164401
44.769020	12.957105	43.722792	3.164401
44.816797	12.961162	43.760878	3.164401
44.854683	12.961162	43.803088	3.122627
44.904702	12.961162	43.844670	3.122627
44.945827	12.958020	43.882595	3.122627
44.992934	12.958020	43.948086	3.082688
45.030355	12.958020	43.988093	3.082688
45.072351	12.963800	44.024648	3.082688
45.140697	12.963800	44.063971	3.037319
45.179318	12.963800	44.111367	3.037319
45.221794	12.975112	44.153342	3.037319
45.262764	12.975112	44.217641	3.019194
45.300121	12.975112	44.258456	3.019194
45.342144	12.961181	44.295381	3.019194
45.382111	12.961181	44.342155	3.019762
45.420628	12.961181	44.380815	3.019762
45.459001	12.977527	44.444838	3.019762
45.500007	12.977527	44.486673	3.024665
45.539714	12.977527	44.527158	3.024665
45.578624	12.977527	44.567394	3.024665
45.621071	12.953900	44.612453	2.998305
45.661618	12.953900	44.651278	2.998305
45.696255	12.953900	44.688810	2.998305
45.742766	12.993114	44.728830	2.992343
45.782187	12.993114	44.768771	2.992343
45.856638	12.982570	44.808322	2.992343
45.900089	12.982570	44.845782	2.992343
45.935533	12.982570	44.890846	2.980462
45.973538	12.982570	44.929655	2.980462
46.018763	12.970178	44.970102	2.980462
46.057452	12.970178	45.014193	2.991845
46.122978	12.975657	45.055882	2.991845
46.162683	12.975657	45.098456	2.991845
46.200110	12.975657	45.141355	3.037336
46.238634	12.975657	45.179982	3.037336
46.282185	12.986942	45.242037	3.037336
46.322087	12.986942	45.284858	3.015297
46.362799	12.986942	45.328514	3.015297
46.408135	13.015677	45.369462	3.015297
46.467280	13.015677	45.409435	3.015124
46.508149	12.992682	45.451005	3.015124
46.553724	12.992682	45.489290	3.015124
46.596231	12.992682	45.528944	3.002363
46.634366	12.992682	45.570765	3.002363
46.715019	12.985760	45.608974	3.002363
46.755885	12.985760	45.645955	3.002363
46.793508	13.011114	45.690663	3.018648
46.838677	13.011114	45.733091	3.018648
46.876502	13.011114	45.769959	3.018648
46.950153	13.006247	45.841313	3.039497
46.991424	13.006247	45.879214	3.039497
47.027789	13.006247	45.918607	3.035207
47.071792	13.030822	45.958572	3.035207
47.109811	13.030822	45.996925	3.035207
47.183783	13.030970	46.036455	3.035207
47.226088	13.030970	46.083930	3.057224
47.262422	13.030970	46.126061	3.057224
47.306339	13.030970	46.200501	3.060766
47.349538	13.031706	46.240068	3.060766
47.418911	13.031706	46.282227	3.060766
47.459893	13.022335	46.324635	3.074411
47.499482	13.022335	46.365143	3.074411
47.542969	13.022335	46.406362	3.074411
47.581978	13.049566	46.443583	3.074411
47.632406	13.049566	46.484801	3.085182
47.671233	13.049566	46.522468	3.085182
47.709484	13.049566	46.560684	3.085182
47.748379	13.044458	46.603075	3.084988
47.787891	13.044458	46.640435	3.084988
47.828334	13.044458	46.677138	3.084988
47.880474	13.035303	46.715549	3.084988
47.920058	13.035303	46.757179	3.092228
47.957271	13.035303	46.796480	3.092228
47.997867	13.039580	46.833766	3.092228
48.038348	13.039580	46.874630	3.105323
48.075118	13.039580	46.915511	3.105323
48.118351	13.041743	46.982898	3.105323
48.157005	13.041743	47.026486	3.140502
48.218251	13.041743	47.063900	3.140502
48.262303	13.059207	47.101490	3.140502
48.299483	13.059207	47.143201	3.129863
48.346769	13.059207	47.202803	3.129863
48.391405	13.084252	47.240205	3.129863
48.467831	13.084252	47.283632	3.124125
48.510438	13.084252	47.323689	3.124125
48.557527	13.064620	47.361929	3.124125
48.601538	13.064620	47.400946	3.128404
48.637731	13.088836	47.446574	3.128404
48.687691	13.088836	47.485170	3.128404
48.723996	13.088836	47.552654	3.125231
48.765418	13.088836	47.594916	3.125231
48.806767	13.084866	47.630313	3.125231
48.871855	13.084866	47.673466	3.141571
48.911195	13.084866	47.714723	3.141571
48.958987	13.098376	47.784440	3.141571
48.998494	13.098376	47.825962	3.160472
49.039407	13.115346	47.866879	3.160472
49.079903	13.115346	47.904769	3.160472
49.122639	13.115346	47.954332	3.146852
49.160631	13.115346	48.005017	3.146852
49.232327	13.106226	48.043249	3.146852
49.273656	13.106226	48.084683	3.146131
49.312540	13.105833	48.124362	3.146131
49.355970	13.105833	48.163393	3.146131
49.394779	13.105833	48.204741	3.148107
49.469304	13.126482	48.246793	3.148107
49.511289	13.126482	48.284778	3.148107
49.546686	13.126482	48.348678	4.798206
49.589470	13.144940	48.387660	4.798206
49.629756	13.144940	48.422624	4.798206
49.702755	13.144940	48.459378	4.802610
49.745425	13.121645	48.512261	4.802610
49.783596	13.121645	48.553101	4.802610
49.826587	13.121645	48.627010	4.804539
49.868279	13.123238	48.669737	4.804539
49.918175	13.123238	48.706144	4.804539
49.953629	13.123238	48.752280	4.805080
49.994312	13.117197	48.790219	4.805080
50.039512	13.117197	48.863662	4.829858
50.078589	13.117197	48.904111	4.829858
50.120781	13.126900	48.947861	4.829858
50.175578	13.126900	48.983886	4.829858
50.213125	13.126900	49.053226	4.843319
50.255512	13.152638	49.088720	4.843319
50.297508	13.152638	49.128812	4.842989
50.334955	13.152638	49.169089	4.842989
50.373151	13.152638	49.207182	4.842989
50.417402	13.124024	49.243803	4.842989
50.454686	13.124024	49.291867	4.802861
50.491864	13.124024	49.330139	4.802861
